City,State,Merge_Key_x,State_FIPS,Place_FIPS,NAME,Total_Population_2021,Median_Household_Income_2021,Median_Housing_Value_2021,Owner_Occupied_Units_2021,Bachelors_Degree_Count_2021,Masters_Degree_Count_2021,Unemployed_Count_2021,Unemployment_Rate_2021,Bachelors_Or_Higher_Rate_2021,Total_Population_2022,Median_Household_Income_2022,Median_Housing_Value_2022,Owner_Occupied_Units_2022,Bachelors_Degree_Count_2022,Masters_Degree_Count_2022,Unemployed_Count_2022,Unemployment_Rate_2022,Bachelors_Or_Higher_Rate_2022,Total_Population_2023,Median_Household_Income_2023,Median_Housing_Value_2023,Owner_Occupied_Units_2023,Bachelors_Degree_Count_2023,Masters_Degree_Count_2023,Unemployed_Count_2023,Unemployment_Rate_2023,Bachelors_Or_Higher_Rate_2023,Unnamed: 0,Merge_Key_y,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee,amenity_arts_centre,amenity_attraction,amenity_bar,amenity_bench,amenity_botanical_gardens,amenity_cafe,amenity_casino,amenity_cinema,amenity_clinic,amenity_college,amenity_community garden,amenity_community_centre,amenity_concert_hall,amenity_conference_centre,amenity_courthouse,amenity_coworking_space,amenity_drinking_water,amenity_events_venue,amenity_exhibition_centre,amenity_fast_food,amenity_fire_station,amenity_fountain,amenity_grave_yard,amenity_historic_site,amenity_library,amenity_museum,amenity_music_venue,amenity_nightclub,amenity_parking,amenity_place_of_worship,amenity_planetarium,amenity_pub,amenity_public_building,amenity_public_facility,amenity_restaurant,amenity_school,amenity_shelter,amenity_shelter;ping pong tables,amenity_social_centre,amenity_social_facility,amenity_studio,amenity_theatre,amenity_toilets,amenity_university,historic_site,leisure_amusement_arcade,leisure_bleachers,leisure_garden,leisure_ice_rink,leisure_park,leisure_pitch,leisure_sports_centre,leisure_stadium,other,fortune,sbs
Sanford,FL,"sanford,FL",12.0,63650.0,Sanford city,60215.0,55428.0,196100.0,11888.0,7428.0,2381.0,1811.0,0.0300755625674665,0.1628996097317944,61272.0,59181.0,241400.0,12226.0,6976.0,2882.0,1730.0,0.028234756495626,0.1608891500195848,62292.0,62877.0,272900.0,12265.0,7774.0,3125.0,1501.0,0.0240961921273999,0.1749662878058177,628,"Sanford, FL",120,36.0,8.0,15.0,25.0,0.0,2.0,1.0,5.0,1.0,2.0,8.0,0.0,3.0,6.0,2.0,1.0,7.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,49,9.0,18.0,12.0,1.0,4.0,2.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,20,3,4,1.0,4.0,15.0,5.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,0,0,0,5,0,22
Santa Ana,CA,"santa ana,CA",6.0,69000.0,Santa Ana city,313818.0,77283.0,556300.0,35029.0,24947.0,7084.0,8777.0,0.0279684403061647,0.102068714987668,311379.0,84210.0,624000.0,34749.0,25436.0,7597.0,8989.0,0.0288683565686831,0.1060861522453344,311639.0,88354.0,657800.0,35540.0,26078.0,7553.0,8507.0,0.0272976103761082,0.1079165316279413,60,"Santa Ana, CA",429,55.0,25.0,27.0,8.0,5.0,2.0,2.0,9.0,12.0,3.0,12.0,3.0,4.0,9.0,6.0,3.0,4.0,8.0,11.0,2.0,0.0,9.0,2.0,0.0,2.0,3.0,9.0,1.0,3.0,5.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,171,14.0,54.0,15.0,8.0,52.0,7.0,1.0,10.0,7.0,3.0,9.0,1.0,2.0,110,26,6,17.0,3.0,105.0,5.0,36.0,5.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,290,0,0,9,24,1,40
Santa Barbara,CA,"santa barbara,CA",6.0,69070.0,Santa Barbara city,89132.0,89243.0,1130900.0,15165.0,19016.0,8049.0,2163.0,0.0242673787192029,0.3036507651572948,88640.0,98346.0,1346800.0,14819.0,18767.0,7952.0,2150.0,0.0242554151624548,0.301432761732852,88024.0,101672.0,1466400.0,14566.0,18808.0,7733.0,2264.0,0.0257202581114241,0.3015200399890939,382,"Santa Barbara, CA",135,41.0,20.0,7.0,9.0,3.0,2.0,6.0,8.0,6.0,0.0,3.0,2.0,11.0,11.0,3.0,7.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66,11.0,18.0,10.0,9.0,4.0,6.0,1.0,10.0,0.0,2.0,4.0,1.0,0.0,49,17,3,7.0,0.0,48.0,1.0,35.0,1.0,1.0,3.0,13.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,98,0,0,5,21,0,14
Santa Clara,CA,"santa clara,CA",6.0,69084.0,Santa Clara city,127922.0,150244.0,1199500.0,19451.0,27675.0,22190.0,2910.0,0.022748237207048,0.3898078516596051,128058.0,165352.0,1440200.0,19872.0,27786.0,23882.0,3210.0,0.0250667666213746,0.4034734261037967,129239.0,173670.0,1527900.0,20026.0,29185.0,24219.0,3404.0,0.0263387986598472,0.4132189199854533,208,"Santa Clara, CA",297,66.0,11.0,22.0,10.0,16.0,6.0,6.0,11.0,16.0,21.0,3.0,1.0,1.0,11.0,5.0,16.0,11.0,2.0,6.0,9.0,4.0,8.0,3.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,220,12.0,75.0,21.0,26.0,46.0,6.0,1.0,6.0,16.0,11.0,8.0,2.0,0.0,118,23,8,14.0,0.0,105.0,13.0,49.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,2,0,0,0,0,324,0,0,18,36,3,12
Santa Clarita,CA,"santa clarita,CA",6.0,69088.0,Santa Clarita city,227182.0,106166.0,591400.0,51555.0,37894.0,13147.0,6537.0,0.0287742866952487,0.224670088299249,225850.0,116186.0,669200.0,52192.0,38960.0,13417.0,6531.0,0.0289174230684082,0.2319105601062652,229021.0,119926.0,721000.0,54220.0,40584.0,14406.0,6359.0,0.027766012723724,0.2401089856388715,91,"Santa Clarita, CA",123,31.0,14.0,9.0,11.0,3.0,4.0,5.0,4.0,2.0,3.0,5.0,1.0,6.0,2.0,2.0,0.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,6.0,0.0,13.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31,4,5,16.0,2.0,29.0,2.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,77,0,0,0,5,0,17
Santa Cruz,CA,"santa cruz,CA",6.0,69112.0,Santa Cruz city,62714.0,96217.0,933000.0,10130.0,9867.0,6312.0,2492.0,0.0397359441273081,0.2579806741716363,61367.0,105491.0,1116100.0,10157.0,9980.0,5884.0,2090.0,0.0340573924096012,0.2585102742516336,60953.0,111427.0,1180100.0,10338.0,10382.0,6044.0,2131.0,0.0349613636736501,0.2694863255295063,603,"Santa Cruz, CA",634,65.0,25.0,52.0,7.0,10.0,6.0,14.0,21.0,37.0,2.0,6.0,3.0,0.0,15.0,7.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,343,16.0,140.0,31.0,26.0,50.0,6.0,1.0,31.0,4.0,10.0,14.0,19.0,7.0,164,18,5,6.0,1.0,161.0,2.0,26.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,128,0,0,1,10,0,6
Santa Fe,NM,"santa fe,NM",35.0,70500.0,Santa Fe city,86935.0,61990.0,312300.0,24141.0,12922.0,9037.0,2209.0,0.0254097889227583,0.2525910162765284,87617.0,67663.0,370600.0,25289.0,13948.0,9194.0,2389.0,0.0272663980734332,0.2641268247029686,88224.0,70110.0,411500.0,25561.0,14288.0,10288.0,2324.0,0.0263420384475879,0.2785636561479869,388,"Santa Fe, NM",341,69.0,47.0,22.0,21.0,2.0,2.0,7.0,9.0,7.0,1.0,6.0,3.0,3.0,5.0,10.0,4.0,6.0,3.0,6.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,6.0,2.0,1.0,1.0,0.0,3.0,17.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,266,12.0,71.0,53.0,23.0,45.0,10.0,29.0,9.0,2.0,13.0,7.0,0.0,3.0,103,30,5,9.0,1.0,101.0,1.0,56.0,4.0,3.0,6.0,2.0,3.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,114,0,0,0,153,0,24
Santa Maria,CA,"santa maria,CA",6.0,69196.0,Santa Maria city,109309.0,73300.0,376100.0,14661.0,5862.0,1737.0,3322.0,0.0303909101720809,0.0695185208903201,109543.0,81237.0,438100.0,14710.0,6381.0,1902.0,3289.0,0.0300247391435326,0.0756141423915722,109880.0,84617.0,478200.0,14890.0,6890.0,1742.0,3725.0,0.0339006188569348,0.0785584273753185,273,"Santa Maria, CA",266,37.0,13.0,26.0,8.0,10.0,1.0,5.0,3.0,5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,255,11.0,22.0,27.0,24.0,58.0,3.0,0.0,88.0,11.0,13.0,4.0,3.0,2.0,55,9,3,6.0,7.0,47.0,7.0,17.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,3,5,0,11
Santa Monica,CA,"santa monica,CA",6.0,70000.0,Santa Monica city,92828.0,99847.0,1484500.0,13320.0,28381.0,12940.0,3631.0,0.0391153531262119,0.4451350885508682,92168.0,106797.0,1654800.0,13367.0,28220.0,12489.0,3326.0,0.036086277232879,0.4416825796371842,91535.0,109739.0,1810200.0,13361.0,29058.0,12500.0,3281.0,0.0358442125962746,0.4540121265089856,352,"Santa Monica, CA",196,39.0,15.0,6.0,19.0,11.0,7.0,10.0,17.0,1.0,0.0,4.0,4.0,1.0,9.0,6.0,5.0,2.0,1.0,4.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104,10.0,18.0,32.0,9.0,6.0,5.0,15.0,12.0,1.0,5.0,0.0,0.0,0.0,86,13,5,14.0,1.0,85.0,1.0,34.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,163,0,0,5,27,2,15
Santa Rosa,CA,"santa rosa,CA",6.0,70098.0,Santa Rosa city,179213.0,84823.0,598700.0,37419.0,27062.0,10978.0,5310.0,0.0296295469636689,0.2122613872877525,178221.0,92604.0,661700.0,37933.0,27212.0,11191.0,5451.0,0.0305856212230881,0.2154796572794451,177216.0,97410.0,685000.0,38324.0,26947.0,11411.0,5259.0,0.0296756500541711,0.2164477248104008,136,"Santa Rosa, CA",356,56.0,20.0,30.0,16.0,11.0,6.0,10.0,8.0,10.0,1.0,8.0,1.0,8.0,9.0,6.0,4.0,0.0,4.0,7.0,4.0,3.0,8.0,1.0,3.0,2.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,13.0,35.0,38.0,13.0,55.0,7.0,22.0,9.0,7.0,4.0,10.0,1.0,1.0,98,14,13,22.0,1.0,93.0,3.0,49.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,123,0,0,5,10,0,16
Santee,CA,"santee,CA",6.0,70224.0,Santee city,59679.0,92848.0,523100.0,14906.0,8835.0,2709.0,1829.0,0.0306472963689069,0.1934348765897552,59497.0,101777.0,601600.0,15071.0,9010.0,3167.0,1591.0,0.0267408440761719,0.2046657814679731,59485.0,105613.0,653400.0,15069.0,9630.0,3165.0,1484.0,0.0249474657476674,0.2150962427502731,647,"Santee, CA",35,17.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4.0,8.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,87,0,0,0,4,0,12
Sarasota,FL,"sarasota,FL",12.0,64175.0,Sarasota city,53786.0,62615.0,321100.0,13555.0,8962.0,4287.0,789.0,0.0146692447848882,0.2463280407540996,55508.0,68870.0,372000.0,14112.0,9664.0,4809.0,757.0,0.0136376738488145,0.2607371910355264,56218.0,70065.0,409700.0,14244.0,9975.0,5010.0,949.0,0.0168807143619481,0.2665516382653243,719,"Sarasota, FL",56,25.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,7.0,2.0,4.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,2,4,2.0,1.0,17.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,83,0,0,3,22,0,68
Savannah,GA,"savannah,GA",13.0,69000.0,Savannah city,147930.0,49832.0,170500.0,25328.0,18694.0,7649.0,5531.0,0.0373893057527208,0.1780774690732103,147583.0,54748.0,203300.0,26468.0,18893.0,7850.0,5441.0,0.0368673898755276,0.1812065075245794,147546.0,56782.0,225200.0,26019.0,19984.0,7858.0,5033.0,0.0341113957680994,0.1887004730728044,176,"Savannah, GA",160,38.0,13.0,13.0,13.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,11.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99,9.0,48.0,12.0,7.0,5.0,3.0,0.0,13.0,1.0,3.0,7.0,0.0,0.0,38,9,2,10.0,1.0,37.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,137,0,0,6,26,0,57
Scottsdale,AZ,"scottsdale,AZ",4.0,65000.0,Scottsdale city,238685.0,97409.0,540000.0,75531.0,66714.0,30550.0,4751.0,0.019904895573664,0.407499423926933,240537.0,104197.0,651800.0,77574.0,69885.0,29735.0,4567.0,0.0189866839613032,0.4141566578114801,242169.0,107372.0,709900.0,79585.0,71323.0,29873.0,4482.0,0.0185077363328914,0.4178734685281766,86,"Scottsdale, AZ",286,36.0,32.0,27.0,19.0,3.0,7.0,10.0,21.0,11.0,1.0,4.0,2.0,11.0,4.0,7.0,2.0,6.0,1.0,6.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196,10.0,32.0,93.0,4.0,39.0,5.0,1.0,13.0,1.0,1.0,7.0,0.0,0.0,73,6,8,24.0,3.0,69.0,4.0,55.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,218,0,0,10,44,0,87
Scranton,PA,"scranton,PA",42.0,69000.0,Scranton city,75987.0,44161.0,112600.0,14926.0,7191.0,3237.0,2057.0,0.0270704199402529,0.1372340005527261,76119.0,48776.0,125700.0,15069.0,7200.0,2927.0,2044.0,0.026852691180914,0.1330416847304878,76074.0,49531.0,141700.0,15377.0,7042.0,3111.0,1947.0,0.0255935010647527,0.1334621552698688,468,"Scranton, PA",61,26.0,3.0,13.0,2.0,1.0,1.0,1.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,8.0,10.0,4.0,7.0,6.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,13,2,2,1.0,3.0,10.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,105,0,0,1,13,0,3
Seattle,WA,"seattle,WA",53.0,63000.0,Seattle city,726054.0,105391.0,767500.0,152495.0,203777.0,106107.0,20204.0,0.0278271313153016,0.4268057196847617,734603.0,116068.0,879900.0,153477.0,207157.0,109614.0,19929.0,0.0271289390323753,0.4312138665374359,741440.0,121984.0,912100.0,156194.0,211355.0,115130.0,20234.0,0.0272901381096245,0.4403390699179974,17,"Seattle, WA",1411,123.0,109.0,107.0,76.0,74.0,95.0,54.0,70.0,84.0,37.0,39.0,30.0,11.0,45.0,43.0,39.0,19.0,19.0,12.0,81.0,7.0,10.0,7.0,10.0,9.0,9.0,2.0,1.0,2.0,4.0,9.0,14.0,22.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,0.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,1431,14.0,292.0,279.0,58.0,58.0,16.0,447.0,203.0,30.0,32.0,10.0,0.0,0.0,761,79,14,66.0,0.0,753.0,0.0,356.0,36.0,21.0,30.0,12.0,16.0,2.0,6.0,22.0,5.0,12.0,7.0,0.0,0.0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0,0,0,544,0,0,11,65,6,75
