Merge_Key,Total_Population_2021,Median_Household_Income_2021,Median_Housing_Value_2021,Owner_Occupied_Units_2021,Bachelors_Degree_Count_2021,Masters_Degree_Count_2021,Unemployed_Count_2021,Unemployment_Rate_2021,Bachelors_Or_Higher_Rate_2021,Total_Population_2022,Median_Household_Income_2022,Median_Housing_Value_2022,Owner_Occupied_Units_2022,Bachelors_Degree_Count_2022,Masters_Degree_Count_2022,Unemployed_Count_2022,Unemployment_Rate_2022,Bachelors_Or_Higher_Rate_2022,Total_Population_2023,Median_Household_Income_2023,Median_Housing_Value_2023,Owner_Occupied_Units_2023,Bachelors_Degree_Count_2023,Masters_Degree_Count_2023,Unemployed_Count_2023,Unemployment_Rate_2023,Bachelors_Or_Higher_Rate_2023,fortune,sbs,count,water_0,water_beach,water_coastline,water_harbor_harbour,water_lake,water_marina,water_river,n_restaurants_PER_10K,n_cuisine_PER_10K_PER_10K,n_cuisine_mexican_PER_10K_PER_10K,n_cuisine_pizza_PER_10K_PER_10K,n_cuisine_american_PER_10K_PER_10K,n_cuisine_japanese_PER_10K_PER_10K,n_cuisine_thai_PER_10K_PER_10K,n_cuisine_sushi_PER_10K_PER_10K,n_cuisine_italian_PER_10K_PER_10K,n_cuisine_chinese_PER_10K_PER_10K,n_cuisine_korean_PER_10K_PER_10K,n_cuisine_burger_PER_10K_PER_10K,n_cuisine_mediterranean_PER_10K_PER_10K,n_cuisine_breakfast_PER_10K_PER_10K,n_cuisine_seafood_PER_10K_PER_10K,n_cuisine_asian_PER_10K_PER_10K,n_cuisine_indian_PER_10K_PER_10K,n_cuisine_barbecue_PER_10K_PER_10K,n_cuisine_sandwich_PER_10K_PER_10K,n_cuisine_steak_house_PER_10K_PER_10K,n_cuisine_vietnamese_PER_10K_PER_10K,n_cuisine_noodle_PER_10K_PER_10K,n_cuisine_chicken_PER_10K_PER_10K,n_cuisine_ramen_PER_10K_PER_10K,n_cuisine_french_PER_10K_PER_10K,n_cuisine_pasta_PER_10K_PER_10K,n_cuisine_filipino_PER_10K_PER_10K,n_cuisine_coffee_shop_PER_10K_PER_10K,n_cuisine_salad_PER_10K_PER_10K,n_cuisine_pancake_PER_10K_PER_10K,n_cuisine_peruvian_PER_10K_PER_10K,n_cuisine_hawaiian_PER_10K_PER_10K,n_cuisine_greek_PER_10K_PER_10K,n_cuisine_regional_PER_10K_PER_10K,n_cuisine_poke_PER_10K_PER_10K,n_cuisine_lebanese_PER_10K_PER_10K,n_cuisine_kebab_PER_10K_PER_10K,n_cuisine_fish_PER_10K_PER_10K,n_cuisine_spanish_PER_10K_PER_10K,n_cuisine_diner_PER_10K_PER_10K,n_cuisine_tacos_PER_10K_PER_10K,n_cuisine_dessert_PER_10K_PER_10K,n_cuisine_deli_PER_10K_PER_10K,n_cuisine_ice_cream_PER_10K_PER_10K,n_cuisine_brazilian_PER_10K_PER_10K,n_cuisine_middle_eastern_PER_10K_PER_10K,n_cuisine_tex-mex_PER_10K_PER_10K,n_cuisine_lunch_PER_10K_PER_10K,n_cuisine_grill_PER_10K_PER_10K,n_cuisine_brunch_PER_10K_PER_10K,n_cuisine_southern_PER_10K_PER_10K,n_cuisine_italian_pizza_PER_10K_PER_10K,n_cuisine_latin_american_PER_10K_PER_10K,n_cuisine_wings_PER_10K_PER_10K,n_cuisine_german_PER_10K_PER_10K,n_cuisine_steak_PER_10K_PER_10K,n_cuisine_bagel_PER_10K_PER_10K,n_cuisine_tapas_PER_10K_PER_10K,n_cuisine_fish_and_chips_PER_10K_PER_10K,n_cuisine_international_PER_10K_PER_10K,n_cuisine_jamaican_PER_10K_PER_10K,n_cuisine_turkish_PER_10K_PER_10K,n_cuisine_cajun_PER_10K_PER_10K,n_cuisine_soup_PER_10K_PER_10K,n_cuisine_buffet_PER_10K_PER_10K,n_cuisine_donut_PER_10K_PER_10K,n_cuisine_mongolian_grill_PER_10K_PER_10K,n_cuisine_caribbean_PER_10K_PER_10K,n_cuisine_hot_dog_PER_10K_PER_10K,n_cuisine_bar_and_grill_PER_10K_PER_10K,n_venues_PER_10K_PER_10K,n_venue_type_PER_10K_PER_10K,n_venue_bar_PER_10K_PER_10K,n_venue_fitness_centre_PER_10K_PER_10K,n_venue_theatre_PER_10K_PER_10K,n_venue_sports_centre_PER_10K_PER_10K,n_venue_cinema_PER_10K_PER_10K,n_venue_public_bookcase_PER_10K_PER_10K,n_venue_pub_PER_10K_PER_10K,n_venue_nightclub_PER_10K_PER_10K,n_venue_arts_centre_PER_10K_PER_10K,n_venue_stadium_PER_10K_PER_10K,n_venue_public_building_PER_10K_PER_10K,n_venue_casino_PER_10K_PER_10K,n_cafe_PER_10K_PER_10K,n_cafe_cuisine_PER_10K_PER_10K,n_cafe_brand_PER_10K_PER_10K,n_cafe_brand_Starbucks_PER_10K_PER_10K,n_cafe_brand_Dunkin'_PER_10K_PER_10K,n_cafe_amenity_cafe_PER_10K_PER_10K,n_cafe_amenity_fast_food_PER_10K_PER_10K,n_cafe_cuisine_coffee_shop_PER_10K_PER_10K,n_cafe_cuisine_bubble_tea_PER_10K_PER_10K,n_cafe_cuisine_donut_PER_10K_PER_10K,n_cafe_cuisine_sandwich_PER_10K_PER_10K,n_cafe_cuisine_breakfast_PER_10K_PER_10K,n_cafe_cuisine_american_PER_10K_PER_10K,n_cafe_cuisine_coffee_PER_10K_PER_10K,n_cafe_cuisine_pastry_PER_10K_PER_10K,n_cafe_cuisine_tea_PER_10K_PER_10K,n_cafe_cuisine_dessert_PER_10K_PER_10K,n_cafe_cuisine_bagel_PER_10K_PER_10K,n_cafe_cuisine_ice_cream_PER_10K_PER_10K,n_cafe_brand_Tim_Hortons_PER_10K_PER_10K,n_cafe_brand_Dutch_Bros._Coffee_PER_10K_PER_10K,amenity_arts_centre_PER_10K_PER_10K,amenity_bar_PER_10K_PER_10K,amenity_community_centre_PER_10K_PER_10K,amenity_concert_hall_PER_10K_PER_10K,amenity_music_venue_PER_10K_PER_10K,amenity_nightclub_PER_10K_PER_10K,amenity_parking_PER_10K_PER_10K,amenity_pub_PER_10K_PER_10K,amenity_school_PER_10K_PER_10K,amenity_theatre_PER_10K_PER_10K,leisure_park_PER_10K_PER_10K,leisure_stadium_PER_10K_PER_10K,tourism_artwork_PER_10K_PER_10K,tourism_attraction_PER_10K_PER_10K,tourism_gallery_PER_10K_PER_10K,tourism_museum_PER_10K_PER_10K,tourism_picnic_site_PER_10K_PER_10K,tourism_viewpoint_PER_10K_PER_10K,tourism_yes_PER_10K_PER_10K,arts_theatre_events_PER_10K_PER_10K,music_events_PER_10K_PER_10K,other_events_PER_10K_PER_10K,sports_events_PER_10K_PER_10K,arts_theatre_venues_PER_10K_PER_10K,music_venues_PER_10K_PER_10K,other_venues_PER_10K_PER_10K,sports_venues_PER_10K_PER_10K
"denver,CO",706799,78177,459100.0,155618,164516,71685,19715,0.02789336148,0.3341841174,710800,85853,540400,159483,172213,74659,20305,0.02856640405,0.3473157006,713734,91681,586700,161908,177645,78693,20324,0.02847559455,0.3591506079,1,182,5,0,0,0,0,0,0,1,14.795427988578377,0.019826616328309773,0.018452494404565534,0.014330128633332807,0.018452494404565534,0.0041223657712327255,0.0041223657712327255,0.005496487694976967,0.007655822146575062,0.004514972035159652,0.0007852125278538524,0.003926062639269263,0.001766728187671168,0.003533456375342336,0.003533456375342336,0.0037297595073057994,0.0041223657712327255,0.001766728187671168,0.004907578299086578,0.0025519407155250207,0.005103881431050041,0.0,0.0007852125278538524,0.0015704250557077048,0.0019630313196346313,0.0015704250557077048,0.0001963031319634631,0.0011778187917807787,0.0007852125278538524,0.0003926062639269262,0.0,0.0,0.0009815156598173157,0.0015704250557077048,0.0001963031319634631,0.0,0.0007852125278538524,0.0,0.0005889093958903894,0.0001963031319634631,0.0003926062639269262,0.0001963031319634631,0.0009815156598173157,0.0007852125278538524,0.0005889093958903894,0.0009815156598173157,0.0003926062639269262,0.0001963031319634631,0.0003926062639269262,0.0001963031319634631,0.0003926062639269262,0.0,0.0007852125278538524,0.0003926062639269262,0.0,0.0009815156598173157,0.0001963031319634631,0.0,0.0,0.0013741219237442418,0.0,0.0003926062639269262,0.0,0.0001963031319634631,0.0,0.0001963031319634631,0.0,0.0,0.0001963031319634631,0.0,0.13230831094337414,0.0025519407155250207,0.045934932879450364,0.020022919460273236,0.01197449104977125,0.016882069348857828,0.0025519407155250207,0.006085397090867356,0.020415525724200165,0.0037297595073057994,0.0029445469794519468,0.0011778187917807787,0.0001963031319634631,0.0,0.06478003354794282,0.0058890939589038935,0.0023556375835615574,0.012956006709588566,0.0009815156598173157,0.06379851788812552,0.0009815156598173157,0.035138260621459895,0.0029445469794519468,0.0015704250557077048,0.0009815156598173157,0.0011778187917807787,0.0003926062639269262,0.0003926062639269262,0.0013741219237442418,0.0009815156598173157,0.0001963031319634631,0.0,0.0003926062639269262,0.0,0.0,0.003533456375342336,0.0,0.0,0.0,0.0001963031319634631,0.003926062639269263,0.0,0.0,0.0,0.012759703577625101,0.09402920021049882,0.001766728187671168,0.0001963031319634631,0.0,0.009618853466209693,0.005496487694976967,0.0,0.0,0.0,0.026108316551140594,0.0590872427210024,0.0013741219237442418,0.013152309841552029,0.0019630313196346313,0.00569279082694043,0.0005889093958903894,0.0007852125278538524
"des moines,IA",213545,58444,149700.0,52175,26995,8642,6783,0.03176379686,0.1668828584,213164,62378,170700,53580,27602,8655,7043,0.03304028823,0.1700896962,212464,63966,183700,54454,28075,8916,6872,0.03234430303,0.1741047895,1,17,2,0,1,0,0,0,0,0,9.083891859326757,0.09304190273837157,0.057597368361849054,0.033229250977989844,0.057597368361849054,0.008861133594130623,0.013291700391195937,0.01107641699266328,0.019937550586793907,0.01107641699266328,0.004430566797065312,0.01107641699266328,0.006645850195597968,0.008861133594130623,0.01107641699266328,0.008861133594130623,0.01107641699266328,0.002215283398532656,0.008861133594130623,0.004430566797065312,0.01107641699266328,0.0,0.004430566797065312,0.0,0.004430566797065312,0.004430566797065312,0.0,0.002215283398532656,0.0,0.002215283398532656,0.0,0.0,0.0,0.006645850195597968,0.0,0.002215283398532656,0.0,0.0,0.0,0.002215283398532656,0.002215283398532656,0.0,0.0,0.004430566797065312,0.0,0.0,0.0,0.0,0.004430566797065312,0.002215283398532656,0.0,0.0,0.0,0.004430566797065312,0.002215283398532656,0.0,0.0,0.0,0.004430566797065312,0.002215283398532656,0.0,0.0,0.0,0.0,0.002215283398532656,0.0,0.0,0.0,0.0,0.0,0.39653572833734546,0.026583400782391874,0.13291700391195937,0.04430566797065312,0.04430566797065312,0.0908266193398389,0.006645850195597968,0.004430566797065312,0.04430566797065312,0.004430566797065312,0.006645850195597968,0.013291700391195937,0.0,0.0,0.1019030363325022,0.01107641699266328,0.006645850195597968,0.024368117383859217,0.008861133594130623,0.09304190273837157,0.008861133594130623,0.07310435215157765,0.0,0.01107641699266328,0.002215283398532656,0.0,0.0,0.0,0.0,0.002215283398532656,0.0,0.0,0.0,0.0,0.0,0.006645850195597968,0.0,0.0,0.0,0.004430566797065312,0.004430566797065312,0.0,0.0,0.0,0.05316680156478375,0.3389383599754964,0.013291700391195937,0.0,0.0,0.013291700391195937,0.024368117383859217,0.0,0.0,0.0,0.1063336031295675,0.11962530352076343,0.002215283398532656,0.09525718613690422,0.008861133594130623,0.008861133594130623,0.002215283398532656,0.004430566797065312
"des plaines,IL",60413,79453,273300.0,17745,10896,4585,1537,0.02544154404,0.2562527933,60087,86552,304100,18000,10271,4747,1488,0.02476409207,0.2499375905,59408,94303,318200,17926,10818,4349,1473,0.02479464045,0.2553023162,0,11,4,0,0,0,0,1,0,0,8.248047401023431,0.5100146383721486,0.19833902603361334,0.05666829315246095,0.2550073191860743,0.028334146576230474,0.028334146576230474,0.0,0.05666829315246095,0.1133365863049219,0.05666829315246095,0.028334146576230474,0.0,0.05666829315246095,0.05666829315246095,0.08500243972869141,0.028334146576230474,0.0,0.0,0.028334146576230474,0.028334146576230474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028334146576230474,0.0,0.0,0.0,0.0,0.0,0.028334146576230474,0.0,0.028334146576230474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31167561233853525,0.17000487945738282,0.1133365863049219,0.08500243972869141,0.028334146576230474,0.028334146576230474,0.0,0.0,0.028334146576230474,0.0,0.0,0.0,0.0,0.028334146576230474,0.36834390549099616,0.08500243972869141,0.05666829315246095,0.05666829315246095,0.17000487945738282,0.19833902603361334,0.17000487945738282,0.31167561233853525,0.0,0.17000487945738282,0.0,0.0,0.0,0.0,0.028334146576230474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028334146576230474,0.05666829315246095,0.0,0.0,0.0,0.19833902603361334,8.670248852326525,0.19833902603361334,0.0,0.0,0.0,0.42501219864345713,0.0,0.0,0.0,0.0,0.028334146576230474,0.0,0.0,0.0,0.028334146576230474,0.0,0.0
"detroit,MI",645658,34762,57700.0,120871,40439,21760,41729,0.06463019122,0.09633428224,636787,37761,66700,121734,41600,22130,39893,0.06264732163,0.1000805607,636644,39575,76800,125927,44129,22679,38165,0.05994716042,0.1049377674,3,128,2,0,0,0,0,0,1,0,5.7646031377033315,0.014803279852943788,0.009128689242648669,0.008141803919119082,0.010362295897060652,0.0007401639926471894,0.0009868853235295858,0.00024672133088239644,0.002467213308823965,0.003207377301471154,0.00024672133088239644,0.0044409839558831364,0.0004934426617647929,0.0009868853235295858,0.0004934426617647929,0.00024672133088239644,0.0004934426617647929,0.0012336066544119824,0.0014803279852943789,0.0014803279852943789,0.0004934426617647929,0.0004934426617647929,0.0004934426617647929,0.00024672133088239644,0.0007401639926471894,0.00024672133088239644,0.0,0.00024672133088239644,0.00024672133088239644,0.00024672133088239644,0.0,0.0,0.0017270493161767751,0.0022204919779415682,0.0,0.00024672133088239644,0.00024672133088239644,0.00024672133088239644,0.0,0.0007401639926471894,0.0004934426617647929,0.0,0.0004934426617647929,0.0,0.0,0.0004934426617647929,0.00024672133088239644,0.0,0.0,0.0,0.00024672133088239644,0.0,0.0,0.0004934426617647929,0.00024672133088239644,0.0,0.0,0.00024672133088239644,0.0004934426617647929,0.0,0.0,0.0,0.0,0.00024672133088239644,0.0,0.00024672133088239644,0.0,0.0004934426617647929,0.0,0.0,0.06538115268383506,0.0029606559705887578,0.025412297080886836,0.0029606559705887578,0.006414754602942308,0.007401639926471894,0.0012336066544119824,0.005181147948530326,0.007401639926471894,0.003947541294118343,0.0012336066544119824,0.0014803279852943789,0.0,0.0017270493161767751,0.018257378485297338,0.003700819963235947,0.0012336066544119824,0.0014803279852943789,0.0007401639926471894,0.017270493161767753,0.0009868853235295858,0.010855738558825444,0.0,0.0009868853235295858,0.0004934426617647929,0.00024672133088239644,0.0,0.0004934426617647929,0.0,0.0,0.0,0.0,0.0004934426617647929,0.0009868853235295858,0.0,0.0009868853235295858,0.0,0.0,0.0,0.0009868853235295858,0.0029606559705887578,0.0,0.0,0.0,0.008388525250001479,0.11497214019119675,0.002713934639706361,0.0,0.00024672133088239644,0.0034540986323535502,0.006168033272059912,0.0,0.0,0.0,0.034047543661770714,0.027139346397063613,0.0,0.015790165176473372,0.002467213308823965,0.005181147948530326,0.0,0.0012336066544119824
"diamond bar,CA",55339,100776,702600.0,13882,14066,5362,1467,0.02650933338,0.3510724805,54534,106881,829000,13787,13289,5321,1449,0.02657057982,0.3412549969,53750,106602,867000,14120,13746,5154,1416,0.02634418605,0.351627907,0,8,13,0,0,0,0,0,0,1,8.0,0.5538128718226069,0.06922660897782586,0.10383991346673878,0.0,0.0,0.06922660897782586,0.06922660897782586,0.0,0.34613304488912927,0.10383991346673878,0.03461330448891293,0.0,0.0,0.03461330448891293,0.10383991346673878,0.10383991346673878,0.03461330448891293,0.0,0.0,0.10383991346673878,0.06922660897782586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461330448891293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20767982693347756,0.06922660897782586,0.0,0.17306652244456464,0.03461330448891293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34613304488912927,0.06922660897782586,0.06922660897782586,0.13845321795565171,0.0,0.34613304488912927,0.0,0.2422931314223905,0.03461330448891293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461330448891293,0.0,0.0,0.0,0.10383991346673878,5.191995673336939,0.17306652244456464,0.0,0.0,0.06922660897782586,0.20767982693347756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"doral,FL",73126,77774,420300.0,10512,14149,8092,1241,0.01697070809,0.3041462681,74891,83823,468800,10722,15565,7856,1255,0.01675768784,0.3127345075,76490,88474,514600,11164,15983,8186,1298,0.0169695385,0.3159759446,0,35,24,0,0,0,0,1,0,0,5.7523859328016735,0.5640331349982031,0.0,0.08545956590881863,0.0683676527270549,0.0,0.0,0.0683676527270549,0.03418382636352745,0.017091913181763726,0.017091913181763726,0.05127573954529118,0.0,0.017091913181763726,0.017091913181763726,0.0,0.0,0.03418382636352745,0.017091913181763726,0.03418382636352745,0.0,0.0,0.017091913181763726,0.0,0.0,0.0,0.0,0.017091913181763726,0.0,0.017091913181763726,0.03418382636352745,0.0,0.017091913181763726,0.0,0.0,0.017091913181763726,0.0,0.0,0.0,0.017091913181763726,0.0,0.0,0.0,0.017091913181763726,0.0,0.0,0.017091913181763726,0.0,0.017091913181763726,0.0,0.0,0.0,0.017091913181763726,0.017091913181763726,0.0,0.0,0.0,0.0,0.017091913181763726,0.03418382636352745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03418382636352745,0.0,0.0,0.1367353054541098,0.08545956590881863,0.017091913181763726,0.03418382636352745,0.05127573954529118,0.017091913181763726,0.017091913181763726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367353054541098,0.03418382636352745,0.03418382636352745,0.05127573954529118,0.03418382636352745,0.10255147909058236,0.03418382636352745,0.08545956590881863,0.0,0.03418382636352745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017091913181763726,0.0,0.0,0.0,0.0,0.03418382636352745,0.0,0.0,0.0,0.0683676527270549,1.8459266236304828,0.08545956590881863,0.0,0.0,0.017091913181763726,0.03418382636352745,0.0,0.0,0.0,0.0,0.03418382636352745,0.0,0.017091913181763726,0.0,0.017091913181763726,0.0,0.017091913181763726
"dothan,AL",70318,49203,157600.0,16192,8250,3329,1717,0.02441764555,0.1646662306,70699,53704,175900,16568,8311,3392,1639,0.02318278901,0.1655327515,71118,55052,186600,16540,8202,3689,1452,0.02041677213,0.1672009899,0,17,2,0,0,0,0,1,0,0,5.765066509181923,0.41520275369489107,0.0988577984987836,0.05931467909927016,0.2174871566973239,0.039543119399513445,0.019771559699756722,0.039543119399513445,0.039543119399513445,0.0,0.0,0.019771559699756722,0.0,0.019771559699756722,0.039543119399513445,0.039543119399513445,0.0,0.0,0.0,0.039543119399513445,0.0,0.0,0.019771559699756722,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.355888074595621,0.15817247759805378,0.019771559699756722,0.11862935819854031,0.019771559699756722,0.07908623879902689,0.039543119399513445,0.0,0.039543119399513445,0.0,0.019771559699756722,0.019771559699756722,0.0,0.0,0.1779440372978105,0.05931467909927016,0.039543119399513445,0.05931467909927016,0.039543119399513445,0.13840091789829703,0.039543119399513445,0.0988577984987836,0.019771559699756722,0.039543119399513445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019771559699756722,0.9292633058885659,0.019771559699756722,0.0,0.0,0.019771559699756722,0.05931467909927016,0.0,0.0,0.0,0.019771559699756722,0.019771559699756722,0.0,0.0,0.019771559699756722,0.019771559699756722,0.0,0.0
"downey,CA",114293,77972,608600.0,16908,13432,4270,3717,0.03252167674,0.1548826262,113052,84236,679000,17201,13436,4417,3364,0.02975621838,0.15791848,111793,87400,728500,17597,13723,4632,3427,0.03065487106,0.164187382,0,5,3,0,0,0,0,0,0,1,3.8463946758741603,0.16803125584340445,0.06401190698796361,0.02400446512048635,0.07201339536145905,0.016002976746990902,0.0,0.02400446512048635,0.016002976746990902,0.008001488373495451,0.0,0.016002976746990902,0.0,0.008001488373495451,0.032005953493981804,0.0,0.0,0.008001488373495451,0.008001488373495451,0.0,0.0,0.0,0.008001488373495451,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.0,0.0,0.008001488373495451,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.0,0.13602530234942267,0.056010418614468156,0.040007441867477254,0.0480089302409727,0.008001488373495451,0.008001488373495451,0.016002976746990902,0.0,0.008001488373495451,0.0,0.0,0.008001488373495451,0.0,0.0,0.08801637210844995,0.02400446512048635,0.032005953493981804,0.040007441867477254,0.008001488373495451,0.08001488373495451,0.008001488373495451,0.08001488373495451,0.0,0.008001488373495451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032005953493981804,0.0,0.0,0.0,0.06401190698796361,2.0803869771088173,0.02400446512048635,0.0,0.0,0.008001488373495451,0.08001488373495451,0.0,0.0,0.0,0.0,0.032005953493981804,0.0,0.0,0.0,0.016002976746990902,0.0,0.0
"draper,UT",49978,116977,569700.0,11304,9549,3503,422,0.008443715235,0.2611549082,50635,126041,663400,11586,9736,3810,550,0.01086205194,0.2675224647,50159,130680,726000,11702,10308,3856,503,0.01002811061,0.2823820252,0,9,85,0,0,0,0,0,0,1,9.768934787376143,0.9936702090796312,0.2782276585422967,0.11924042508955573,0.2782276585422967,0.03974680836318525,0.0794936167263705,0.11924042508955573,0.11924042508955573,0.03974680836318525,0.03974680836318525,0.03974680836318525,0.03974680836318525,0.158987233452741,0.0794936167263705,0.0794936167263705,0.0794936167263705,0.0,0.11924042508955573,0.0,0.03974680836318525,0.0,0.0,0.03974680836318525,0.0,0.03974680836318525,0.0,0.0,0.03974680836318525,0.03974680836318525,0.0,0.0794936167263705,0.0,0.03974680836318525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756957421741492,0.158987233452741,0.11924042508955573,0.317974466905482,0.0,0.19873404181592622,0.03974680836318525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39746808363185243,0.11924042508955573,0.158987233452741,0.0794936167263705,0.0,0.39746808363185243,0.0,0.23848085017911147,0.03974680836318525,0.0,0.0794936167263705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974680836318525,0.0,0.0,0.0,0.0,0.0,0.03974680836318525,0.0,0.0,0.0,0.11924042508955573,11.009865916602312,0.158987233452741,0.0,0.0,0.03974680836318525,0.23848085017911147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"dublin,CA",69818,171168,983000.0,14777,18133,11104,1383,0.01980864534,0.4187602051,71068,191039,1164100,15179,18463,11859,1293,0.01819384252,0.4266617887,70542,205046,1224100,15504,18503,12253,1314,0.01862720082,0.4359955771,1,6,105,0,0,0,0,0,0,1,120.07031272149925,1.828714275581314,0.2813406577817406,1.3665117663684545,0.44210674794273525,0.4822982704829839,0.5023940317531083,0.4019152254024866,1.34641600509833,1.0851711085867137,0.2813406577817406,0.4822982704829839,0.08038304508049732,0.10047880635062165,0.16076609016099463,0.46220250921285955,1.0650753473165895,0.06028728381037299,0.2009576127012433,0.3416279415921136,0.18086185143111896,0.02009576127012433,0.30143641905186497,0.04019152254024866,0.16076609016099463,0.08038304508049732,0.0,0.2009576127012433,0.12057456762074598,0.02009576127012433,0.0,0.04019152254024866,0.02009576127012433,0.2612448965116163,0.02009576127012433,0.12057456762074598,0.08038304508049732,0.04019152254024866,0.06028728381037299,0.06028728381037299,0.0,0.04019152254024866,0.0,0.06028728381037299,0.06028728381037299,0.0,0.02009576127012433,0.02009576127012433,0.02009576127012433,0.0,0.0,0.0,0.0,0.06028728381037299,0.0,0.10047880635062165,0.0,0.10047880635062165,0.04019152254024866,0.04019152254024866,0.0,0.02009576127012433,0.0,0.04019152254024866,0.0,0.0,0.02009576127012433,0.0,0.0,0.0,21.32160270760191,0.30143641905186497,2.672736248926536,3.4363751771912607,0.6832558831842273,3.978960731484617,0.32153218032198927,0.06028728381037299,8.741656152504083,0.22105337397136762,0.44210674794273525,0.30143641905186497,0.0,0.3416279415921136,13.484255812253425,1.0047880635062165,0.38181946413236223,0.6631601219141029,0.04019152254024866,13.444064289713175,0.04019152254024866,4.622025092128596,0.24114913524149195,0.06028728381037299,0.7033516444543515,0.1406703288908703,0.04019152254024866,0.22105337397136762,0.06028728381037299,0.1406703288908703,0.02009576127012433,0.10047880635062165,0.08038304508049732,0.04019152254024866,0.0,0.0,0.0,0.0,0.0,0.0,0.02009576127012433,0.0,0.0,0.0,0.1406703288908703,3.1349387581393957,0.04019152254024866,0.0,0.0,0.02009576127012433,0.08038304508049732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
